"","player","salary_rank","salary","roster_number","position","height","weight","birthday","country","experience","college","stat_rank","age","games","games_started","minutes_played","field_goals","field_goal_attempts","field_goal_pct","3_points","3_point_attempts","3_point_pct","2_points","2_point_attempts","2_point_pct","eff_field_goal_pct","free_throws","free_throw_attempts","free_throw_pct","offensive_rebounds","defensive_rebounds","total_rebounds","assists","steals","blocks","turnovers","personal_fouls","points","team_name"
"334","Jason Terry",11,1499187,31,"SG",74,185,1977-09-15,"us","16","University of Arizona",7,38,72,7,1258,151,376,0.402,93,261,0.356,58,115,0.504,0.525,27,33,0.818,14,65,79,103,47,9,49,91,422,"HOU"
"335","Josh Smith",12,1499000,5,"PF",81,225,1985-12-05,"us","11","",12,30,23,6,421,58,169,0.343,23,85,0.271,35,84,0.417,0.411,12,25,0.48,18,49,67,48,16,13,36,56,151,"HOU"
"336","K.J. McDaniels",7,3333333,32,"SF",78,205,1993-02-09,"us","1","Clemson University",15,22,37,1,235,29,72,0.403,7,25,0.28,22,47,0.468,0.451,24,30,0.8,16,26,42,10,7,6,17,30,89,"HOU"
"337","Michael Beasley",16,306527,8,"SF",81,235,1989-01-09,"us","7","Kansas State University",14,27,20,0,363,107,205,0.522,3,9,0.333,104,196,0.531,0.529,38,49,0.776,29,69,98,16,11,9,24,39,255,"HOU"
"338","Montrezl Harrell",15,1e+06,35,"PF",80,240,1994-01-26,"us","R","University of Louisville",13,22,39,1,379,58,90,0.644,0,1,0,58,89,0.652,0.644,24,46,0.522,25,40,65,17,11,11,17,48,140,"HOU"
"339","Patrick Beverley",6,6500000,2,"PG",73,185,1988-07-12,"us","3","University of Arkansas",4,27,71,63,2041,258,594,0.434,124,310,0.4,134,284,0.472,0.539,60,88,0.682,73,177,250,239,94,26,91,234,700,"HOU"
"340","Sam Dekker",10,1646400,7,"SF",81,230,1994-05-06,"us","R","University of Wisconsin",18,21,3,0,6,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,1,0,0,0,0,"HOU"
"341","Terrence Jones",8,2489530,6,"PF",81,252,1992-01-09,"us","3","University of Kentucky",9,24,50,11,1044,166,367,0.452,25,79,0.316,141,288,0.49,0.486,77,116,0.664,62,149,211,41,23,39,49,86,434,"HOU"
"342","Trevor Ariza",5,8193030,1,"SF",80,215,1985-06-30,"us","11","University of California, Los Angeles",2,30,81,81,2859,357,859,0.416,185,499,0.371,172,360,0.478,0.523,126,161,0.783,67,299,366,188,160,26,113,177,1025,"HOU"
"343","Alec Burks",3,9213484,10,"SG",78,214,1991-07-20,"us","4","University of Colorado",12,24,31,3,797,137,334,0.41,32,79,0.405,105,255,0.412,0.458,106,141,0.752,16,93,109,63,18,4,51,71,412,"UTA"
"344","Chris Johnson",14,981348,23,"SF",78,206,1990-04-29,"us","3","University of Dayton",11,25,70,2,857,72,194,0.371,27,99,0.273,45,95,0.474,0.441,34,42,0.81,27,105,132,45,32,20,40,100,205,"UTA"
"345","Derrick Favors",2,11933333,15,"PF",82,265,1991-07-15,"us","5","Georgia Institute of Technology",3,24,62,59,1983,418,811,0.515,0,4,0,418,807,0.518,0.515,180,254,0.709,169,334,503,94,74,91,104,150,1016,"UTA"
"346","Elijah Millsap",17,362878,13,"SG",78,225,1987-08-12,"us","1","University of Alabama at Birmingham",14,28,20,0,173,11,39,0.282,1,12,0.083,10,27,0.37,0.295,13,18,0.722,6,29,35,19,7,3,9,33,36,"UTA"
"347","Gordon Hayward",1,15409570,20,"SF",80,226,1990-03-23,"us","5","Butler University",1,25,80,80,2893,521,1202,0.433,143,410,0.349,378,792,0.477,0.493,393,477,0.824,61,336,397,296,95,27,202,183,1578,"UTA"
"348","Jeff Withey",15,947276,24,"C",84,231,1990-03-07,"us","2","University of Kansas",13,25,51,10,658,87,162,0.537,0,2,0,87,160,0.544,0.537,43,59,0.729,56,117,173,20,21,53,28,75,217,"UTA"
"349","J.J. O'Brien",18,105888,22,"SF",79,228,1992-04-08,"us","R","San Diego State University",17,23,2,0,6,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,1,1,0,1,0,0,1,0,"UTA"
"350","Joe Ingles",9,2250000,2,"SF",80,226,1987-10-02,"au","1","",9,28,81,2,1241,124,291,0.426,81,210,0.386,43,81,0.531,0.565,13,18,0.722,19,132,151,96,55,4,65,98,342,"UTA"
"351","Raul Neto",13,1e+06,25,"PG",73,179,1992-05-19,"br","R","",6,23,81,53,1499,180,418,0.431,64,162,0.395,116,256,0.453,0.507,52,70,0.743,17,103,120,174,62,2,109,122,476,"UTA"
"352","Rodney Hood",11,1348440,5,"SG",80,206,1992-10-20,"us","1","Duke University",2,23,79,79,2541,408,972,0.42,161,449,0.359,247,523,0.472,0.503,172,200,0.86,38,229,267,213,73,16,125,202,1149,"UTA"
"353","Rudy Gobert",12,1175880,27,"C",85,245,1992-06-26,"fr","2","",4,23,61,60,1932,198,354,0.559,0,0,NA,198,354,0.559,0.559,161,283,0.569,208,460,668,91,45,135,114,163,557,"UTA"
"354","Shelvin Mack",8,2433333,8,"PG",75,203,1990-04-22,"us","4","Butler University",10,25,28,27,879,142,320,0.444,35,98,0.357,107,222,0.482,0.498,36,49,0.735,11,95,106,149,26,3,81,65,355,"UTA"
"355","Tibor Pleiss",6,3e+06,21,"C",87,256,1989-11-02,"de","R","",15,26,12,0,82,11,25,0.44,0,2,0,11,23,0.478,0.44,2,2,1,6,9,15,2,1,2,8,19,24,"UTA"
"356","Trevor Booker",4,4775000,33,"PF",80,228,1987-11-25,"us","5","Clemson University",5,28,79,2,1632,190,388,0.49,12,41,0.293,178,347,0.513,0.505,71,106,0.67,166,286,452,84,59,41,81,169,463,"UTA"
"357","Trey Burke",7,2658240,3,"PG",73,191,1992-11-12,"us","2","University of Michigan",8,23,64,0,1366,262,634,0.413,88,256,0.344,174,378,0.46,0.483,67,82,0.817,18,94,112,148,35,6,80,86,679,"UTA"
"358","Trey Lyles",10,2239800,41,"PF",82,234,1995-11-05,"ca","R","University of Kentucky",7,20,80,33,1382,191,436,0.438,49,128,0.383,142,308,0.461,0.494,57,82,0.695,59,240,299,59,26,18,65,114,488,"UTA"
"359","Ben McLemore",8,3156600,23,"SG",77,195,1993-02-11,"us","2","University of Kansas",8,22,68,53,1443,195,455,0.429,67,185,0.362,128,270,0.474,0.502,74,103,0.718,34,114,148,79,52,10,99,140,531,"SAC"
"360","Caron Butler",10,1499187,31,"SF",79,228,1980-03-13,"us","13","University of Connecticut",13,35,17,1,176,25,59,0.424,3,18,0.167,22,41,0.537,0.449,10,12,0.833,5,17,22,10,9,1,3,19,63,"SAC"
"361","Darren Collison",6,5013559,7,"PG",72,175,1987-08-23,"us","6","University of California, Los Angeles",4,28,74,15,2219,377,776,0.486,87,217,0.401,290,559,0.519,0.542,194,226,0.858,28,141,169,318,76,4,130,142,1035,"SAC"
"362","DeMarcus Cousins",1,14728844,15,"C",83,270,1990-08-13,"us","5","University of Kentucky",3,25,65,65,2246,601,1332,0.451,70,210,0.333,531,1122,0.473,0.477,476,663,0.718,158,589,747,214,101,92,249,236,1748,"SAC"
"363","Duje Dukan",16,525093,26,"SF",81,220,1991-12-04,"hr","R","University of Wisconsin",15,24,1,0,24,2,10,0.2,2,5,0.4,0,5,0,0.3,0,0,NA,2,2,4,1,1,0,0,2,6,"SAC"
"364","Eric Moreland",15,845059,25,"PF",82,238,1991-12-24,"us","1","Oregon State University",14,24,8,0,48,3,6,0.5,0,0,NA,3,6,0.5,0.5,2,4,0.5,3,8,11,1,0,4,3,4,8,"SAC"
"365","James Anderson",11,1015421,5,"SG",78,213,1989-03-25,"us","4","Oklahoma State University",11,26,51,15,721,67,178,0.376,23,86,0.267,44,92,0.478,0.441,22,29,0.759,13,73,86,41,21,14,42,54,179,"SAC"
"366","Kosta Koufos",4,7500000,41,"C",84,265,1989-02-24,"us","7","Ohio State University",7,26,78,14,1482,236,444,0.532,0,0,NA,236,444,0.532,0.532,57,104,0.548,169,254,423,33,40,70,48,185,529,"SAC"
"367","Marco Belinelli",5,6333333,3,"SG",77,210,1986-03-25,"it","8","",6,29,68,7,1672,245,635,0.386,91,297,0.306,154,338,0.456,0.457,115,138,0.833,10,107,117,127,37,2,80,91,696,"SAC"
"368","Omri Casspi",9,3e+06,18,"SF",81,225,1988-06-22,"il","6","",5,27,69,21,1880,299,622,0.481,112,274,0.409,187,348,0.537,0.571,103,159,0.648,58,352,410,95,56,17,94,154,813,"SAC"
"369","Quincy Acy",12,981348,13,"PF",79,240,1990-10-06,"us","3","Baylor University",10,25,59,29,876,119,214,0.556,19,49,0.388,100,165,0.606,0.6,50,68,0.735,65,123,188,27,29,24,27,103,307,"SAC"
"370","Rajon Rondo",3,9500000,9,"PG",73,186,1986-02-22,"us","9","University of Kentucky",1,29,72,72,2537,355,782,0.454,62,170,0.365,293,612,0.479,0.494,87,150,0.58,77,358,435,839,141,10,278,175,859,"SAC"
"371","Rudy Gay",2,12403101,8,"SF",80,230,1986-08-17,"us","9","University of Connecticut",2,29,70,70,2379,466,1007,0.463,74,215,0.344,392,792,0.495,0.5,198,254,0.78,103,353,456,120,100,51,139,184,1204,"SAC"
"372","Seth Curry",13,947276,30,"PG",74,185,1990-08-23,"us","2","Duke University",12,25,44,9,692,102,224,0.455,50,111,0.45,52,113,0.46,0.567,45,54,0.833,9,51,60,67,22,3,36,41,299,"SAC"
"373","Willie Cauley-Stein",7,3398280,0,"C",84,240,1993-08-18,"us","R","University of Kentucky",9,22,66,39,1412,191,339,0.563,0,2,0,191,337,0.567,0.563,81,125,0.648,134,218,352,37,48,66,46,146,463,"SAC"
"374","Axel Toupane",20,123552,6,"SF",79,197,1992-07-23,"fr","R","",16,23,21,0,305,25,70,0.357,13,40,0.325,12,30,0.4,0.45,13,17,0.765,8,23,31,15,7,6,6,40,76,"DEN"
"375","Danilo Gallinari",1,1.4e+07,8,"SF",82,225,1988-08-08,"it","6","",4,27,53,53,1839,287,700,0.41,87,239,0.364,200,461,0.434,0.472,375,432,0.868,52,229,281,135,42,19,77,87,1036,"DEN"
"376","Darrell Arthur",10,2814000,0,"PF",81,235,1988-03-25,"us","6","University of Kansas",7,27,70,16,1516,221,489,0.452,45,117,0.385,176,372,0.473,0.498,40,53,0.755,86,207,293,96,53,48,66,185,527,"DEN"
"377","D.J. Augustin",9,3e+06,12,"PG",72,183,1987-11-10,"us","7","University of Texas at Austin",11,28,28,0,659,102,229,0.445,44,107,0.411,58,122,0.475,0.541,77,94,0.819,3,49,52,132,25,2,54,44,325,"DEN"
"378","Emmanuel Mudiay",8,3102240,0,"PG",77,200,1996-03-05,"cd","R","",3,19,68,66,2068,329,905,0.364,74,232,0.319,255,673,0.379,0.404,140,209,0.67,32,200,232,372,65,35,217,141,872,"DEN"
"379","Gary Harris",13,1587480,14,"SG",76,210,1994-09-14,"us","1","Michigan State University",1,21,76,76,2439,359,765,0.469,105,297,0.354,254,468,0.543,0.538,109,133,0.82,54,166,220,147,97,18,98,143,932,"DEN"
"380","Jameer Nelson",5,4500000,1,"PG",72,190,1982-02-09,"us","11","Saint Joseph's University",10,33,39,15,1036,113,307,0.368,43,144,0.299,70,163,0.429,0.438,30,35,0.857,19,96,115,190,25,5,66,100,299,"DEN"
"381","Joffrey Lauvergne",12,1709720,77,"C",83,220,1991-09-30,"fr","1","",9,24,59,15,1041,195,380,0.513,13,53,0.245,182,327,0.557,0.53,62,69,0.899,77,213,290,56,13,15,54,115,465,"DEN"
"382","Jusuf Nurkic",11,1842000,23,"C",84,280,1994-08-23,"ba","1","",12,21,32,3,547,101,242,0.417,0,3,0,101,239,0.423,0.417,61,99,0.616,65,110,175,40,24,44,55,91,263,"DEN"
"383","Kenneth Faried",2,11235955,35,"PF",80,228,1989-11-19,"us","4","Morehead State University",6,26,67,64,1694,349,626,0.558,1,2,0.5,348,624,0.558,0.558,136,222,0.613,235,346,581,79,32,60,91,169,835,"DEN"
"384","Kostas Papanikolaou",18,350000,16,"SF",80,225,1990-07-31,"gr","1","",17,25,26,6,294,24,66,0.364,10,32,0.313,14,34,0.412,0.439,9,14,0.643,8,32,40,16,13,5,21,24,67,"DEN"
"385","Mike Miller",14,1499187,3,"SF",80,218,1980-02-19,"us","15","University of Florida",14,35,47,2,373,22,62,0.355,19,52,0.365,3,10,0.3,0.508,0,0,NA,6,47,53,40,13,4,17,53,63,"DEN"
"386","Nikola Jokic",15,1300000,15,"C",82,250,1995-02-19,"rs","R","",5,20,80,55,1733,307,600,0.512,28,84,0.333,279,516,0.541,0.535,154,190,0.811,181,379,560,189,79,50,104,208,796,"DEN"
"387","Will Barton",7,3333333,5,"SG",78,175,1991-01-06,"us","3","University of Memphis",2,25,82,1,2353,425,983,0.432,112,325,0.345,313,658,0.476,0.489,216,268,0.806,59,417,476,203,71,39,139,147,1178,"DEN"
"388","Alexis Ajinca",7,4300000,42,"C",86,248,1988-05-06,"fr","5","",10,27,59,17,861,150,315,0.476,0,1,0,150,314,0.478,0.476,52,62,0.839,75,194,269,31,19,36,54,134,352,"NOP"
"389","Alonzo Gee",12,1375000,15,"SF",78,225,1987-05-29,"us","6","University of Alabama",5,28,73,38,1632,132,255,0.518,17,60,0.283,115,195,0.59,0.551,44,66,0.667,60,185,245,72,63,13,55,169,325,"NOP"
"390","Anthony Davis",6,7070730,23,"PF",82,253,1993-03-11,"us","3","University of Kentucky",1,22,61,61,2164,560,1136,0.493,35,108,0.324,525,1028,0.511,0.508,326,430,0.758,130,497,627,116,78,125,121,148,1481,"NOP"
"391","Bryce Dejean-Jones",16,281659,31,"SG",78,209,1992-08-21,"us","R","Iowa State University",18,23,14,11,279,28,69,0.406,12,32,0.375,16,37,0.432,0.493,11,21,0.524,8,40,48,15,10,2,11,17,79,"NOP"
"392","Dante Cunningham",10,3e+06,44,"SF",80,230,1987-04-22,"us","6","Villanova University",3,28,80,46,1971,186,412,0.451,55,174,0.316,131,238,0.55,0.518,57,82,0.695,57,179,236,77,42,33,41,173,484,"NOP"
"393","Eric Gordon",1,15514031,10,"SG",76,215,1988-12-25,"us","7","Indiana University",6,27,45,44,1481,231,552,0.418,113,294,0.384,118,258,0.457,0.521,111,125,0.888,10,89,99,121,43,14,73,98,686,"NOP"
"394","Jordan Hamilton",18,119462,25,"SF",79,220,1990-10-06,"us","4","University of Texas at Austin",16,25,11,4,304,49,116,0.422,13,45,0.289,36,71,0.507,0.478,14,21,0.667,12,50,62,25,8,3,17,24,125,"NOP"
"395","Jrue Holiday",4,10595507,11,"PG",76,205,1990-06-12,"us","6","University of California, Los Angeles",4,25,65,23,1831,410,935,0.439,87,259,0.336,323,676,0.478,0.485,182,216,0.843,27,168,195,391,88,22,167,148,1089,"NOP"
"396","Kendrick Perkins",11,1499200,5,"C",82,270,1984-11-10,"us","12","",14,31,37,5,542,40,75,0.533,0,0,NA,40,75,0.533,0.533,11,25,0.44,25,103,128,31,11,11,41,64,91,"NOP"
"397","Luke Babbitt",14,1100000,8,"SF",81,225,1989-06-20,"us","5","University of Nevada, Reno",11,26,47,13,845,122,289,0.422,44,109,0.404,78,180,0.433,0.498,39,50,0.78,25,123,148,53,11,7,23,90,327,"NOP"
"398","Nate Robinson",22,44000,2,"PG",69,180,1984-05-31,"us","10","University of Washington",20,31,2,1,23,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,4,1,0,0,5,0,"NOP"
"399","Norris Cole",9,3036927,30,"PG",74,175,1988-10-13,"us","4","Cleveland State University",8,27,45,23,1198,196,484,0.405,33,102,0.324,163,382,0.427,0.439,52,65,0.8,10,141,151,167,37,5,75,102,477,"NOP"
"400","Omer Asik",3,1.1e+07,3,"C",84,255,1986-07-04,"tr","5","",9,29,68,64,1178,104,195,0.533,0,0,NA,104,195,0.533,0.533,61,112,0.545,120,294,414,26,21,23,60,124,269,"NOP"
"401","Ryan Anderson",5,8500000,33,"PF",82,240,1988-05-06,"us","7","University of California",2,27,66,7,2008,397,929,0.427,131,358,0.366,266,571,0.466,0.498,199,228,0.873,131,265,396,73,38,25,90,109,1124,"NOP"
"402","Toney Douglas",13,1164858,16,"PG",74,195,1986-03-16,"us","6","Florida State University",7,29,61,18,1262,183,445,0.411,81,203,0.399,102,242,0.421,0.502,84,99,0.848,25,118,143,157,70,5,64,131,531,"NOP"
"403","Tyreke Evans",2,11227000,1,"SG",78,220,1989-09-19,"us","6","University of Memphis",12,26,25,25,765,136,314,0.433,33,85,0.388,103,229,0.45,0.486,74,93,0.796,20,109,129,164,32,8,73,66,379,"NOP"
"404","Adreian Payne",11,1938840,33,"PF",82,237,1991-02-19,"us","1","Michigan State University",12,24,52,2,486,53,145,0.366,9,32,0.281,44,113,0.389,0.397,17,26,0.654,20,91,111,29,16,11,36,77,132,"MIN"
"405","Andrew Wiggins",5,5758680,22,"SF",80,199,1995-02-23,"ca","1","University of Kansas",1,20,81,81,2845,594,1294,0.459,57,190,0.3,537,1104,0.486,0.481,430,565,0.761,106,186,292,164,78,46,182,165,1675,"MIN"
"406","Damjan Rudez",16,1149500,10,"SF",82,228,1986-06-17,"hr","1","",14,29,33,0,277,25,62,0.403,17,50,0.34,8,12,0.667,0.54,8,8,1,5,15,20,11,3,1,13,33,75,"MIN"
"407","Gorgui Dieng",14,1474440,5,"C",83,241,1990-01-18,"sn","2","University of Louisville",5,26,82,39,2220,308,579,0.532,6,20,0.3,302,559,0.54,0.537,205,248,0.827,157,428,585,143,94,96,140,219,827,"MIN"
"408","Greg Smith",17,247623,4,"PF",82,250,1991-01-08,"us","4","California State University, Fresno",15,25,18,0,192,18,32,0.563,0,0,NA,18,32,0.563,0.563,7,17,0.412,12,30,42,6,4,1,7,28,43,"MIN"
"409","Karl-Anthony Towns",6,5703600,32,"C",84,244,1995-11-15,"us","R","University of Kentucky",2,20,82,82,2627,625,1153,0.542,30,88,0.341,595,1065,0.559,0.555,223,275,0.811,228,629,857,161,58,138,183,245,1503,"MIN"
"410","Kevin Garnett",3,8500000,21,"PF",83,240,1976-05-19,"us","20","",11,39,38,38,556,54,115,0.47,0,1,0,54,114,0.474,0.47,14,21,0.667,15,135,150,62,28,10,16,70,122,"MIN"
"411","Nemanja Bjelica",7,4e+06,88,"PF",82,240,1988-05-09,"rs","R","",8,27,60,0,1075,110,235,0.468,48,125,0.384,62,110,0.564,0.57,40,55,0.727,49,161,210,83,26,21,47,154,308,"MIN"
"412","Nikola Pekovic",2,12100000,14,"C",83,307,1986-01-03,"me","5","",16,30,12,3,156,19,50,0.38,0,0,NA,19,50,0.38,0.38,16,20,0.8,7,14,21,11,1,0,9,22,54,"MIN"
"413","Ricky Rubio",1,12365000,9,"PG",76,194,1990-10-21,"es","4","",3,25,76,76,2323,219,586,0.374,62,190,0.326,157,396,0.396,0.427,266,314,0.847,40,286,326,658,162,10,193,201,766,"MIN"
"414","Shabazz Muhammad",10,2056920,15,"SF",78,223,1992-11-13,"us","2","University of California, Los Angeles",6,23,82,0,1682,317,681,0.465,44,152,0.289,273,529,0.516,0.498,185,242,0.764,100,167,267,52,24,7,70,94,863,"MIN"
"415","Tayshaun Prince",13,1499187,12,"SF",81,212,1980-02-28,"us","13","University of Kentucky",7,35,77,44,1462,102,229,0.445,4,23,0.174,98,206,0.476,0.454,13,19,0.684,32,115,147,73,36,13,27,62,221,"MIN"
"416","Tyus Jones",15,1282080,1,"PG",74,195,1996-05-10,"us","R","Duke University",10,19,37,0,573,56,156,0.359,16,53,0.302,40,103,0.388,0.41,28,39,0.718,7,40,47,108,31,3,33,33,156,"MIN"
"417","Zach LaVine",9,2148360,8,"SG",77,189,1995-03-10,"us","1","University of California, Los Angeles",4,20,82,33,2294,433,959,0.452,123,316,0.389,310,643,0.482,0.516,161,203,0.793,27,201,228,251,69,17,155,193,1150,"MIN"
"418","Alan Williams",18,114285,15,"PF",80,260,1993-01-28,"us","R","University of California, Santa Barbara",19,23,10,0,68,10,24,0.417,0,0,NA,10,24,0.417,0.417,9,14,0.643,14,24,38,5,4,5,6,15,29,"PHO"
"419","Alex Len",7,3807120,21,"C",85,260,1993-06-16,"ua","2","University of Maryland",4,22,78,46,1821,264,624,0.423,1,7,0.143,263,617,0.426,0.424,174,239,0.728,178,416,594,97,38,62,145,230,703,"PHO"
"420","Archie Goodwin",12,1160160,20,"PG",77,200,1994-08-17,"us","2","University of Kentucky",9,21,57,13,1114,176,422,0.417,23,99,0.232,153,323,0.474,0.444,130,193,0.674,27,115,142,118,27,13,100,84,505,"PHO"
"421","Brandon Knight",3,1.2e+07,3,"SG",75,189,1991-12-02,"us","4","University of Kentucky",3,24,52,50,1870,371,895,0.415,120,351,0.342,251,544,0.461,0.482,156,183,0.852,36,166,202,263,61,20,177,124,1018,"PHO"
"422","Cory Jefferson",15,421449,55,"PF",81,218,1990-12-26,"us","1","Baylor University",21,25,8,0,50,9,22,0.409,0,1,0,9,21,0.429,0.409,4,6,0.667,6,10,16,0,0,1,0,8,22,"PHO"
"423","Devin Booker",8,2127840,1,"SG",78,206,1996-10-30,"us","R","University of Kentucky",2,19,76,51,2108,367,867,0.423,99,289,0.343,268,578,0.464,0.48,215,256,0.84,27,160,187,200,44,20,160,225,1048,"PHO"
"424","Eric Bledsoe",1,13086957,2,"PG",73,190,1989-12-09,"us","5","University of Kentucky",11,26,31,31,1059,223,492,0.453,48,129,0.372,175,363,0.482,0.502,138,172,0.802,18,107,125,190,63,19,110,75,632,"PHO"
"425","John Jenkins",14,981000,23,"SG",76,215,1991-03-06,"us","3","Vanderbilt University",14,24,22,2,287,42,90,0.467,13,32,0.406,29,58,0.5,0.539,12,15,0.8,4,31,35,26,5,1,16,11,109,"PHO"
"426","Jon Leuer",13,1035000,30,"PF",82,228,1989-05-14,"us","4","University of Wisconsin",7,26,67,27,1255,224,466,0.481,42,110,0.382,182,356,0.511,0.526,77,101,0.762,76,297,373,72,38,30,75,125,567,"PHO"
"427","Lorenzo Brown",20,111444,41,"PG",77,189,1990-08-26,"us","2","North Carolina State University",20,25,8,0,61,8,25,0.32,1,8,0.125,7,17,0.412,0.34,3,4,0.75,0,7,7,11,3,1,9,4,20,"PHO"
"428","Mirza Teletovic",4,5500000,35,"PF",81,242,1985-09-18,"ba","3","",5,30,79,1,1686,332,777,0.427,181,460,0.393,151,317,0.476,0.544,120,155,0.774,55,247,302,89,32,21,84,159,965,"PHO"
"429","P.J. Tucker",5,5500000,17,"SF",78,245,1985-05-05,"us","4","University of Texas at Austin",1,30,82,80,2540,239,582,0.411,68,206,0.33,171,376,0.455,0.469,106,142,0.746,165,347,512,177,106,20,111,202,652,"PHO"
"430","Ronnie Price",11,1499187,14,"PG",74,190,1983-06-21,"us","10","Utah Valley State College",8,32,62,18,1211,116,302,0.384,68,196,0.347,48,106,0.453,0.497,31,41,0.756,25,74,99,147,74,13,70,161,331,"PHO"
"431","T.J. Warren",9,2041080,12,"SF",80,230,1993-09-05,"us","1","North Carolina State University",10,22,47,4,1070,221,441,0.501,28,70,0.4,193,371,0.52,0.533,45,64,0.703,57,90,147,44,37,16,32,94,515,"PHO"
"432","Tyson Chandler",2,1.3e+07,4,"C",85,240,1982-10-02,"us","14","",6,33,66,60,1618,183,314,0.583,0,1,0,183,313,0.585,0.583,106,171,0.62,175,401,576,64,36,44,93,145,472,"PHO"
"433","Anthony Brown",14,7e+05,3,"SF",79,210,1992-10-10,"us","R","Stanford University",11,23,29,11,599,39,126,0.31,20,70,0.286,19,56,0.339,0.389,17,20,0.85,9,61,70,19,14,5,15,34,115,"LAL"
"434","Brandon Bass",7,3e+06,2,"PF",80,250,1985-04-30,"us","10","Louisiana State University",7,30,66,0,1342,174,317,0.549,0,2,0,174,315,0.552,0.549,125,148,0.845,104,181,285,74,33,55,42,125,473,"LAL"
"435","D'Angelo Russell",5,5103120,1,"PG",77,195,1996-02-23,"us","R","Ohio State University",3,19,80,48,2259,392,956,0.41,130,370,0.351,262,586,0.447,0.478,140,190,0.737,47,227,274,266,93,13,196,142,1054,"LAL"
"436","Jordan Clarkson",12,845059,6,"SG",77,194,1992-06-07,"us","1","University of Missouri",1,23,79,79,2552,475,1098,0.433,111,320,0.347,364,778,0.468,0.483,164,204,0.804,93,220,313,192,88,7,135,168,1225,"LAL"
"437","Julius Randle",6,3132240,30,"PF",81,250,1994-11-29,"us","1","University of Kentucky",2,21,81,60,2286,358,835,0.429,10,36,0.278,348,799,0.436,0.435,193,270,0.715,172,657,829,144,53,29,149,242,919,"LAL"
"438","Kobe Bryant",1,2.5e+07,24,"SF",78,212,1978-08-23,"us","19","",6,37,66,66,1863,398,1113,0.358,133,467,0.285,265,646,0.41,0.417,232,281,0.826,41,206,247,184,62,13,129,115,1161,"LAL"
"439","Larry Nance Jr.",10,1155600,7,"PF",81,230,1993-01-01,"us","R","University of Wyoming",8,23,63,22,1266,158,300,0.527,1,10,0.1,157,290,0.541,0.528,32,47,0.681,101,211,312,44,54,23,41,124,349,"LAL"
"440","Lou Williams",3,7e+06,23,"SG",73,175,1986-10-27,"us","10","",4,29,67,35,1907,283,693,0.408,110,320,0.344,173,373,0.464,0.488,352,424,0.83,31,138,169,167,62,19,107,107,1028,"LAL"
"441","Marcelo Huertas",15,525093,9,"PG",75,200,1983-05-25,"br","R","",10,32,53,0,869,97,230,0.422,16,61,0.262,81,169,0.479,0.457,27,29,0.931,18,72,90,182,26,7,80,76,237,"LAL"
"442","Metta World Peace",9,1499187,37,"SF",78,260,1979-11-13,"us","15","St. John's University",12,36,35,5,590,55,177,0.311,26,84,0.31,29,93,0.312,0.384,40,57,0.702,19,70,89,27,22,11,15,67,176,"LAL"
"443","Nick Young",4,5219169,0,"SG",79,210,1985-06-01,"us","8","University of Southern California",9,30,54,2,1033,126,372,0.339,77,237,0.325,49,135,0.363,0.442,63,76,0.829,14,83,97,34,23,7,30,50,392,"LAL"
"444","Robert Sacre",11,981348,50,"C",84,270,1989-06-06,"us","3","Gonzaga University",15,26,25,1,320,31,75,0.413,0,0,NA,31,75,0.413,0.413,25,38,0.658,32,40,72,14,4,10,12,43,87,"LAL"
"445","Roy Hibbert",2,15500000,17,"C",86,270,1986-12-11,"us","7","Georgetown University",5,29,81,81,1878,182,411,0.443,0,2,0,182,409,0.445,0.443,117,145,0.807,132,266,398,95,32,110,76,252,481,"LAL"
"446","Ryan Kelly",8,1724250,4,"PF",83,230,1991-04-09,"us","2","Duke University",14,24,36,0,470,55,149,0.369,5,37,0.135,50,112,0.446,0.386,37,54,0.685,21,100,121,20,13,10,18,39,152,"LAL"
"447","Tarik Black",13,845059,28,"C",81,250,1991-11-22,"us","1","University of Kansas",13,24,39,0,496,57,104,0.548,0,0,NA,57,104,0.548,0.548,19,45,0.422,44,113,157,16,14,18,22,78,133,"LAL"
